Date;Projet;Description;Temps (en heure);Tache
"2017-07-07";"CIVA";"Correction pour l'import db2 des contrats ";1;"TMA"
"2017-07-12";"CIVA";"Préparation à l'ouverture des DS";2;"TMA"
"2017-07-13";"CIVA";"Installation de la préprod giilda et cohabitation des 2 apps";3,5;"DRM"
"2017-07-13";"CIVA";"Préparation à l'ouverture des DS";5;"TMA"
"2017-07-18";"CIVA";"mis en préprod";4;"DRM"
"2017-07-19";"CIVA";"Convention Ciel";4,5;"Forfait"
"2017-07-19";"CIVA";"dev drm";6;"DRM"
"2017-07-19";"CIVA";"lieux de stockages DS";2;"TMA"
"2017-07-20";"CIVA";"configuration pour la drm";3;"DRM"
"2017-07-20";"CIVA";"Convention Ciel";4;"Forfait"
"2017-07-20";"CIVA";"Mail ouverture DS";2,5;"TMA"
"2017-07-21";"CIVA";"Convention Ciel";3,5;"Forfait"
"2017-07-21";"CIVA";"dev pour la drm reprise des produits";7;"DRM"
"2017-07-23";"CIVA";"dev pour la drm reprise des vrac preprod";2,5;"DRM"
"2017-07-24";"CIVA";"Convention Ciel";1,5;"Forfait"
"2017-07-24";"CIVA";"popup de choix création et edi";2,5;"DRM"
"2017-07-25";"CIVA";" dev drm reprise crémants";2;"DRM"
"2017-07-25";"CIVA";"Tickets DRM";5,5;"Forfait"
"2017-07-26";"CIVA";"configuration de la reprise donné dans giilda";2;"DRM"
"2017-07-26";"CIVA";"Pb ouverture DS";1;"TMA"
"2017-07-26";"CIVA";"Tickets DRM";5;"Forfait"
"2017-07-27";"CIVA";"Pb ouverture DS";1;"TMA"
"2017-07-27";"CIVA";"problème de droit dans les compte et de lieux de stockage";4;"TMA"
"2017-07-27";"CIVA";"Tickets DRM";5;"Forfait"
"2017-07-28";"CIVA";" mis en place loader";3;"DRM"
"2017-07-28";"CIVA";"Tickets DRM";4,5;"Forfait"
