Date;Projet;Description;Temps (en heure);Tache
"2017-07-01";"VINSI";"deboguage Drm acquittées lenteurs";1;"TMA"
"2017-07-03";"VINSI";"facture en ligne contrat bio";7;"Réunion"
"2017-07-03";"VINSI";"Reunion";7;"TMA"
"2017-07-04";"VINSI";"Corrections pour des DRM téldéclarés";6;"TMA"
"2017-07-04";"VINSI";"odg drev";7;"Réunion"
"2017-07-04";"VINSI";"Reunion  ODG";7;"TMA"
"2017-07-05";"VINSI";"Corrections dans le vhost pour la redirection sur l'erreu 404";1;"TMA"
"2017-07-05";"VINSI";"débugage drm acquitté";7;"TMA"
"2017-07-06";"VINSI";"Corrections de DRM pour la télédéclaration";4,5;"TMA"
"2017-07-06";"VINSI";"débugage drm acquitté xml et vues";6;"TMA"
"2017-07-07";"VINSI";"Corrections de DRM pour la télédéclaration";1;"TMA"
"2017-07-07";"VINSI";"mise en prod et debug drm acquitté";4;"TMA"
"2017-07-07";"VINSI";"problème de transmission la rennes et autres";3;"TMA"
"2017-07-12";"VINSI";"Correction bug de lenteur";2;"TMA"
"2017-07-12";"VINSI";"debug compte qui enregistre mal nouveaux droits modificatrices";5;"TMA"
"2017-07-12";"VINSI";"Debug sarl de la renne";2;"TMA"
"2017-07-13";"VINSI";"Debut Retour douane cft";3;"Retour douane"
"2017-07-13";"VINSI";"réparation vue stock";4;"TMA"
"2017-07-17";"VINSI";"problème facturation";2;"TMA"
"2017-07-18";"VINSI";"Retour douane cft";4;"Retour douane"
"2017-07-24";"VINSI";"adaptation EDI pour isagri";4,5;"TMA"
"2017-07-25";"VINSI";"contrat bio";5;"contrat bio"
"2017-07-26";"VINSI";"debriedage des crd stock pour les filles";2,5;"TMA"
"2017-07-26";"VINSI";"debug facture avec cron";1,5;"TMA"
"2017-07-27";"VINSI";" dev du Retour douane";2,5;"Retour douane"
"2017-07-28";"VINSI";" mis en preprod bio et conf tel";4;"contrat bio"
"2017-07-31";"VINSI";" mis en prod bio et adaptation pdf";4;"contrat bio"
