Date;Projet;Description;Temps (en heure);Tache
"2017-07-05";"DeclarVins";"Antislash IGP Maures";1,5;"TMA"
"2017-07-05";"DeclarVins";"SARL Giaconda";1,5;"TMA"
"2017-07-05";"DeclarVins";"Ticket 19451";0,5;"TMA"
"2017-07-05";"DeclarVins";"Ticket 19637";0,5;"TMA"
"2017-07-05";"DeclarVins";"Ticket 19645";1;"TMA"
"2017-07-05";"DeclarVins";"Zip XML Ciel";2;"TMA"
"2017-07-06";"DeclarVins";"Brice libellé personnalisé";0,5;"TMA"
"2017-07-06";"DeclarVins";"EDI CVO -1";1;"TMA"
"2017-07-06";"DeclarVins";"Multi retour CFT";1,5;"TMA"
"2017-07-06";"DeclarVins";"Sandrine validation DRM";0,5;"TMA"
"2017-07-06";"DeclarVins";"Ticket 19537";1;"TMA"
"2017-07-06";"DeclarVins";"Ticket 19622";0,5;"TMA"
"2017-07-06";"DeclarVins";"Ticket 19646";0,5;"TMA"
"2017-07-06";"DeclarVins";"Ticket 19649";1,5;"TMA"
"2017-07-06";"DeclarVins";"Ticket 19650";0,5;"TMA"
"2017-07-07";"DeclarVins";"Demande CIVP Ciel CIVP";0,5;"TMA"
"2017-07-07";"DeclarVins";"Ticket 19641";4,5;"TMA"
"2017-07-12";"DeclarVins";"Demande Marine Multi retour CFT";2;"TMA"
"2017-07-12";"DeclarVins";"Demande Sandrine Libellé perso";2;"TMA"
"2017-07-12";"DeclarVins";"EDI conservation de libellé";2;"TMA"
"2017-07-13";"DeclarVins";"EDI IS";6;"TMA"
"2017-07-17";"DeclarVins";"EDI IS";4;"TMA"
"2017-07-17";"DeclarVins";"Ticket 19668";1,5;"TMA"
"2017-07-19";"DeclarVins";"Rapports EDI IS";2,5;"TMA"
"2017-07-21";"DeclarVins";"Sandrine DRM pb CRD douane";0,5;"TMA"
"2017-07-24";"DeclarVins";"Historique DRM";2;"TMA"
"2017-07-24";"DeclarVins";"Ticket 19694";0,5;"TMA"
"2017-07-28";"DeclarVins";"Tickets #19702 #19704";1;"TMA"
