Date;Projet;Description;Temps (en heure);Tache
2015-10-01;24ème;Note de frais;2;Compta
2015-10-01;24ème;Récap temps du mois;1,5;Compta
2015-10-02;24ème;Récap temps et facturation;1,5;Compta
2015-10-08;24ème;Appel Guesdon et estelle;0,5;Interne
2015-10-08;24ème;Gestion Impot;0,5;Interne
2015-10-12;24ème;Réunion hebdo;1;Interne
2015-10-28;24ème;Préparation Aurouze;3;Interne
2015-10-28;24ème;RDV Comptable + Preparation reunion Aurouze;7;
2015-10-28;24ème;RDV Comptable + Preparation reunion Aurouze;7;
2015-10-28;24ème;SILLAGE;2;Interne
2015-10-30;24ème;Aurouze;2;Interne
