Date;Projet;Description;Temps (en heure);Tache
2017-05-02;AVA;Corrections facturation;0,5;TMA
2017-05-02;AVA;Corrections sur le dégustations;2;Évolutions
2017-05-03;AVA;Corrections de facturation;0,5;TMA
2017-05-03;AVA;Gestion de la non dégustation d'un échantillon;1,5;Évolutions
2017-05-03;AVA;Gestion documentaire;7;Forfait
2017-05-04;AVA;Corrections d'un bug dans le tirage;1;TMA
2017-05-09;AVA;Gestion documentaire;5;Forfait
2017-05-10;AVA;Gestion documentaire;3;Forfait
2017-05-11;AVA;Corrections et retours sur les dégustations grands crus;2;Évolutions
2017-05-12;AVA;Corrections de DRev et de l'arbre produits;1,5;TMA
2017-05-16;AVA;Gestion documentaire;3;Forfait
2017-05-16;AVA;Retour dégustation grand cru;2,5;Évolutions
2017-05-17;AVA;Étape validation dans la saisie des grands crus;5,5;Évolutions
2017-05-17;AVA;Gestion documentaire;7;Forfait
2017-05-18;AVA;Export CSV des résultats de dégustations;4;Évolutions
2017-05-18;AVA;Gestion documentaire;3;Forfait
2017-05-19;AVA;Corrections export des dégustations;2,5;Évolutions
2017-05-19;AVA;Gestion documentaire finalisation et mise en preprod;5;Forfait
2017-05-22;AVA;Gestion documentaire - Gestion des fichiers non importes;1;Forfait
2017-05-24;AVA;Corrections dégustations;1;TMA
