Date;Projet;Description;Temps (en heure);Tache
2015-04-02;DeclarVins;Gestion de projet;1;TMA
2015-04-02;DeclarVins;Ticket 14449 et 14476;2;TMA
2015-04-02;DeclarVins;Ticket 14494 et 14493;2,5;Garantie
2015-04-03;DeclarVins;Gestion de projet;0,5;TMA
2015-04-03;DeclarVins;Ticket 13794 14495 14312;3;TMA
2015-04-03;DeclarVins;Ticket 14499;0,5;Garantie
2015-04-13;DeclarVins;Tickets 14521 14460 14527 14493 14499 14495;10;TMA
2015-04-14;DeclarVins;Ticket 14460;6;TMA
2015-04-16;DeclarVins;Demandes de Brice cf mail du 14/04;3;TMA
2015-04-16;DeclarVins;Ticket 14559 14556;4;TMA
2015-04-21;DeclarVins;Tickets 14586 14559 14585;3;TMA
2015-04-22;DeclarVins;Tickets 14607 14461 14606;6;TMA
2015-04-23;DeclarVins;Correction erreur 500;1;Garantie
2015-04-23;DeclarVins;Tickets 14387 14521;3;TMA
2015-04-24;DeclarVins;Point projet;1;TMA
2015-04-27;DeclarVins;Etude documents douanes et retours Brice;2;TMA
2015-04-27;DeclarVins;Tickets 14625 14630;3;TMA
2015-04-30;DeclarVins;Conf call DeclarVins;2;TMA
