Date;Projet;Description;Temps (en heure);Tache
2016-06-02;DeclarVins;CIEL EDI V2;7;Forfait
2016-06-03;DeclarVins;CIEL EDI V2;7;Forfait
2016-06-06;DeclarVins;CIEL EDI V2;3;Forfait
2016-06-07;DeclarVins;CIEL EDI V2;7;Forfait
2016-06-08;DeclarVins;CIEL EDI V2;7;Forfait
2016-06-10;DeclarVins;CIEL EDI V2;4;Forfait
2016-06-10;DeclarVins;DOC CIEL EDI V2;5;Forfait
2016-06-23;DeclarVins;CIEL Serveur;3;Forfait
2016-06-24;DeclarVins;CIEL Serveur + Certificat;2;Forfait
2016-06-28;DeclarVins;CIEL Transfert;7;Forfait
2016-06-29;DeclarVins;Reunion Avignon;7;TMA
2016-06-30;DeclarVins;CIEL Transfert;2;Forfait
