Date;Projet;Description;Temps (en heure);Tache
2019-01-15;ODGProvence;Adapation pour facturation;4;Facturation
2019-01-16;ODGProvence;Adapation pour facturation;6;Facturation
2019-01-17;ODGProvence;Adapation pour facturation;6;Facturation
2019-01-18;ODGProvence;Adapation pour facturation;7;TMA
2019-01-25;ODGProvence;dev facturation;2;Facturation
2019-01-28;ODGProvence;dev facturation;7;Facturation
2019-01-29;ODGProvence;integration et specialisation templates de facturation;7;Facturation
2019-01-30;ODGProvence;visualisation des mouvements de facture;7;Facturation
2019-01-31;ODGProvence;mise en preproduction facturation;4,5;Facturation
2019-01-31;ODGProvence;TMA Direction technique;3,5;TMA
