Date;Projet;Description;Temps (en heure);Tache
2017-04-04;AVA;Point drev;1;Forfait
2017-04-05;AVA;Ajout saisie superficie vinifiee drev;7;Forfait
2017-04-06;AVA;Ajout saisie superficie vinifiee drev;6;Forfait
2017-04-06;AVA;Documents à supprimer;1;TMA
2017-04-10;AVA;Déblocage de DRev et DPAP;2,5;TMA
2017-04-10;AVA;Point + Evolutions drev;4;Forfait
2017-04-10;AVA;Saisie de la dégustation grand cru;2;Forfait
2017-04-11;AVA;Evolution drev + facturation;3;Forfait
2017-04-11;AVA;Saisie de la dégustation grand cru;2,5;Forfait
2017-04-12;AVA;Drev et facturation;6;Forfait
2017-04-12;AVA;Saisie de la dégustation grand cru;7;Forfait
2017-04-13;AVA;Drev et facturation;6;Forfait
2017-04-13;AVA;Saisie de la dégustation grand cru;7;Forfait
2017-04-14;AVA;Drev et facturation;7;Forfait
2017-04-14;AVA;Facturation 2017;9;Forfait
2017-04-18;AVA;Facturation 2017;7;Forfait
2017-04-19;AVA;Corrections DRev et abonnements;2,5;TMA
2017-04-19;AVA;Saisie de la dégustation grand cru;3,5;Forfait
2017-04-20;AVA;Gestion documentaire;4,5;Forfait
2017-04-20;AVA;Saisie de la dégustation grand cru;7;Forfait
2017-04-21;AVA;Gestion documentaire;5,5;Forfait
2017-04-21;AVA;Saisie de la dégustation grand cru;2;Forfait
2017-04-24;AVA;Correction DRev et Facturation;2,5;Forfait
2017-04-24;AVA;Gestion documentaire;1;Forfait
2017-04-25;AVA;Gestion documentaire;7;Forfait
2017-04-25;AVA;Réinitialisation de la signature;2;Forfait
2017-04-26;AVA;Saisie de la dégustation grand cru;3,5;Forfait
2017-04-27;AVA;Corrections de docs pour facturation;2;TMA
2017-04-27;AVA;Gestion documentaire;2;Forfait
2017-04-27;AVA;Saisie de la dégustation grand cru;3,5;Forfait
2017-04-28;AVA;Corrections de docs pour facturation;2;TMA
2017-04-28;AVA;Gestion documentaire;7;Forfait
2017-04-28;AVA;Saisie de la dégustation grand cru;1,5;Forfait
