Date;Projet;Description;Temps (en heure);Tache
2019-09-02;DeclarVins;Assistance EDI Prestataire;1;TMA
2019-09-03;DeclarVins;Assistance / Demandes;3;TMA
2019-09-05;DeclarVins;Adaptation XSD XML Negoce;6;TMA
2019-09-06;DeclarVins;Adaptation XSD XML Negoce;3;TMA
2019-09-06;DeclarVins;Assistance / Demandes;2,5;TMA
2019-09-09;DeclarVins;Assistance / Demandes;1;TMA
2019-09-09;DeclarVins;Assistance EDI Prestataire;1;TMA
2019-09-10;DeclarVins;Assistance / Demandes;3,5;TMA
2019-09-10;DeclarVins;Evolution Usurpation;2,5;TMA
2019-09-11;DeclarVins;Assistance / Demandes;7;TMA
2019-09-12;DeclarVins;Assistance / Demandes;2,5;TMA
2019-09-13;DeclarVins;Entetes EDI;2;TMA
2019-09-17;DeclarVins;Réunion;7;Réunion
2019-09-17;DeclarVins;Reunion Avignon;7;Conception
2019-09-18;DeclarVins;Assistance / Demandes;3,5;TMA
2019-09-19;DeclarVins;Assistance / Demandes;1;TMA
2019-09-19;DeclarVins;Templating;1;TMA
2019-09-23;DeclarVins;Assistance / Demandes;2;TMA
2019-09-24;DeclarVins;Compatibilité PHP7;3,5;TMA
2019-09-30;DeclarVins;Assistance / Demandes;1;TMA
2019-09-30;DeclarVins;TMA;7,0;TMA
