Date;Projet;Description;Temps (en heure);Tache
2019-09-03;Aurouze;Assistance / Demandes;1;TMA
2019-09-03;Aurouze;Contrat;0,5;TMA
2019-09-05;Aurouze;Assistance / Demandes;0,5;TMA
2019-09-06;Aurouze;Contrat;0,5;TMA
2019-09-11;Aurouze;Contrat;1,5;TMA
2019-09-12;Aurouze;Export facture;0,5;TMA
2019-09-16;Aurouze;sepa  et carto;3,5;TMA
2019-09-17;Aurouze;tma journee tuenet;7;TMA Tuenet
2019-09-18;Aurouze;adaptation tuenet;3,5;TMA Tuenet
2019-09-23;Aurouze;Modification passage;1;TMA
2019-09-23;Aurouze;Ordre produits;2,5;TMA
2019-09-24;Aurouze;Societes suspendues;1;TMA
2019-09-27;Aurouze;tma;1;TMA Tuenet
2019-09-30;Aurouze;TMA;14,5;Tuenet
2019-09-30;Aurouze;tma journee tuenet;7;Tuenet
