Date;Projet;Description;Temps (en heure);Tache
2015-11-01;AVA;Réhabilitation de la dégustation;1;Constats
2015-11-04;AVA;Rectification de constats;2;Constats
2015-11-05;AVA;Rectification de constats;1;Constats
2015-11-06;AVA;Appel + Rectification des constats;1;Constats
2015-11-09;AVA;Mode non conditionneur;2,5;DRev
2015-11-10;AVA;DRev;1;Évolutions
2015-11-12;AVA;Rectification Constats;2;Constats
2015-11-13;AVA;Export des comptes Vinificateurs;1;Évolutions
2015-11-13;AVA;Rectification Constats;1;Constats
2015-11-17;AVA;Correction DR;1;Facturation
2015-11-20;AVA;Réunion expérience utilisateur et évolutions;7;Évolutions
2015-11-25;AVA;Fixe DR;1;Facturation
