Date;Projet;Description;Temps (en heure);Tache
2020-10-01;24eme;temps;1;24eme
2020-10-05;24eme;facturation des Igp;2;24eme
2020-10-06;24eme;facturation et temps;2;24eme
2020-10-06;24eme;Tactical;3;24eme
2020-10-07;24eme;facturation;2;24eme
2020-10-13;24eme;Medecine du travail;1;Medecin
2020-10-15;24eme;Congès;7;Congès
2020-10-16;24eme;Congès;7;Congès
2020-10-19;24eme;Congès;7;Congès
2020-10-20;24eme;Congès;7;Congès
2020-10-21;24eme;Congès;7;Congès
2020-10-22;24eme;Congès;7;Congès
2020-10-23;24eme;Congès;7;Congès
2020-10-26;24eme;Congès;7;Congès
2020-10-27;24eme;Congès;7;Congès
2020-10-28;24eme;Congès;7;Congès
