Date;Projet;Description;Temps (en heure);Tache
2015-12-07;24ème;Temps + Contrat de travail + Accords;4;24ème
2015-12-07;24ème;Temps, facturation et point;3,5;24ème
2015-12-14;24ème;Point, Accords de participation, contrats de travail et facture aurouze;3,5;24ème
2015-12-16;24ème;Points, contrats de travail;1;24ème
2015-12-22;24ème;Brief de rentré;2;24ème
2015-12-22;24ème;Point et organisation;3,5;24ème
2015-12-23;24ème;Point Gwen et devis GIILDA;1;24ème
2015-12-26;24ème;Envoi recommandé;1;24ème
2015-12-28;24ème;Appel Estelle;0,5;24ème
2015-12-29;24ème;Gestion sociale;1;24ème
