Date;Projet;Description;Temps (en heure);Tache
2015-02-02;DeclarVins;Assistance ticket #14224;0,5;TMA
2015-02-02;DeclarVins;Evolution prestation interpro;7;Forfait
2015-02-02;DeclarVins;Point projet;0,5;TMA
2015-02-03;DeclarVins;Evolution prestation interpro;8;Forfait
2015-02-04;DeclarVins;Evolution prestation interpro;4;Forfait
2015-02-04;DeclarVins;Réunion avec Brice;2;TMA
2015-02-05;DeclarVins;Evolution prestation interpro;9;Forfait
2015-02-06;DeclarVins;Evolution prestation interpro;5;Forfait
2015-02-08;DeclarVins;Corrections retours contrat;5;TMA
2015-02-09;DeclarVins;Corrections retours contrat;4;TMA
2015-02-09;DeclarVins;Evolution prestation interpro;3;Forfait
2015-02-10;DeclarVins;Evolution prestation interpro;8;Forfait
2015-02-11;DeclarVins;Réunion Avignon;7;TMA
2015-02-15;DeclarVins;Modification de la numérotation de version;3;TMA
2015-02-16;DeclarVins;Affichage droit en opérateur DAIDS;1;TMA
2015-02-16;DeclarVins;Correction affectation de contrat sur la DRM;3;TMA
2015-02-17;DeclarVins;Correction retour de Brice mail du 16/02;4;TMA
2015-02-19;DeclarVins;Correction retour Chariot Edi;2;TMA
2015-02-20;DeclarVins;Corrections retours brice du 19/02;2;TMA
2015-02-20;DeclarVins;Gestion de projet correction du cdc EDI;1;TMA
2015-02-20;DeclarVins;Mise en prod;2;TMA
2015-02-23;DeclarVins;Remise en service + monitoring;4;TMA
2015-02-26;DeclarVins;Resolution tickets 14394 et 14393;3;TMA
2015-02-27;DeclarVins;Ticket 14396;2;TMA
