Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2022-05-31;BIVC;TMA;3,5;TMA
2022-05-31;BIVC;Finetuning et préparation sprint;28,0;TMA
2022-05-31;Prodimmo;Signature partagé;14,0;Outils Interne
2022-05-31;CIVA;TMA;7;TMA
2022-05-31;AVA;TMA;3,5;TMA
2022-05-31;VinsIGP;Corrections, Améliorations et maintenance;7;TMA
2022-05-31;Aurouze;TMA;14,0;TMA
2022-05-31;NathanMode;Interface des coupes;24,5;EvolutionsCoupes
2022-05-31;IVSO;TMA;3,5;TMA
2022-05-31;ODGRhone;Corrections Habilitation par chai;3,5;TMA
2022-05-31;IVSE;Corrections Facturation;7,0;TMA
2022-05-31;IR;Assistance / Demande;10,5;TMA
2022-05-31;CIVP;Assistance / Demande;3,5;TMA
2022-05-31;IVSE;Developpement;5;Facturation
2022-05-31;IVSE;Export France Agrimer;8,5;Facturation
2022-05-31;IVSE;Exports comptable;14;Facturation
2022-05-31;Aurouze;Assistance / Demande;3,5;TMA
2022-05-31;NathanMode;Developpement;14;EvolutionsCoupes
2022-05-31;IVBD;Assistance / Demande;1,5;TMA
2022-05-31;BIVC;Developpement;24,5;Autodiagnostic
2022-05-31;BIVC;Assistance / Demande;3,5;TMA
2022-05-31;IVSO;Assistance / Demande;0,5;TMA
2022-05-03;Aurouze;TMA;35,0;TMA
2022-05-12;Juricaf;Correction;1,0;TMA
2022-05-13;IGP;TMA;0,5;TMA
2022-05-13;CIVP;Modification;0,5;TMA
2022-05-31;CIVA;Direction technique;3,5;TMA
2022-05-31;VINSI;Direction technique;14;Vinsi TMA DT
2022-05-31;VINSI;Direction technique;1;COnseil
2022-05-31;VinsIGP;Direction technique;10,5;Forfait
2022-05-31;Juricaf;Direction technique;3,5;TMA
2022-05-31;PlateauUrbain;Direction technique;7;CommuneMesure
2022-05-31;InstitutRhodanien;Direction technique;3,5;Viticonnect
2022-05-31;ODGProvence;Direction technique;3,5;Projet FranceAgriMer
2022-05-31;AMVM;Direction technique;14;Forfait
2022-05-31;CIVP;Direction technique;3,5;Calendrier
2022-05-31;InterRhone;Direction technique;10,5;TMA
2022-05-31;ODGRhone;Direction technique;17,5;Habilitation + crus
2022-05-31;BIVC;Autodiagnostic;42;Autodiagnostic
2022-05-31;BIVC;TMA;1;TMA
2022-05-31;ENVA;Résolution bug pbox;3,5;TMA
2022-05-31;Aurouze;TMA;2;TMA
2022-05-31;PlateauUrbain;Sprint experimentation graph;32;CommuneMesure
2022-05-31;CIVA;TMA;3,5;TMA
2022-05-31;Prodimmo;Tableau Voeux;2;Outils interne
2022-05-31;Provence;TMA;3,5;TMA
2022-05-31;PlateauUrbain;TMA;1,5;Plateforme
