Date;Projet;Description;Temps (en heure);Tache
2017-12-01;Aurouze;passages en erreurs + facturation;2;TMA
2017-12-01;Aurouze;Remise en état du tinc;1;TMA
2017-12-05;Aurouze;Contrats à déplacer;0,5;TMA
2017-12-05;Aurouze;Mvt facture;0,5;TMA
2017-12-07;Aurouze;Suppression contrat;0,5;TMA
2017-12-11;Aurouze;Extraction de donnée;1;TMA
2017-12-11;Aurouze;Point + TMA;5;TMA
2017-12-11;Aurouze;Réunion;2;Réunion
2017-12-11;Aurouze;Réunion Aurouze;2,5;TMA
2017-12-14;Aurouze;Changement de comportement dans la carto;2;TMA
2017-12-15;Aurouze;Correction facture;1;TMA
2017-12-18;Aurouze;Export des contrats terminés et non facturés totalement;2;TMA
2017-12-28;Aurouze;début gestion doc en attachement;1,5;TMA
2017-12-29;Aurouze;tourées sur 2 jrs;2,5;TMA
