Date;Projet;Description;Temps (en heure);Tache
2017-06-01;AVA;Corrections de documents et notamment pour la facturation;2,5;TMA
2017-06-01;AVA;Mise en prod DI;2,5;Forfait
2017-06-02;AVA;Corrections de bug;3;TMA
2017-06-07;AVA;Corrections de bug et documents;1;TMA
2017-06-09;AVA;Réunion téléphonique VCI;2,5;TMA
2017-06-12;AVA;Début de la refonte de l'ergonomie;3,5;Ergonomie
2017-06-13;AVA;Début de la refonte de l'ergonomie;4,5;Ergonomie
2017-06-14;AVA;Refonte de l'ergonomie;7;Ergonomie
2017-06-19;AVA;Refonte de l'ergonomie;7;Ergonomie
2017-06-20;AVA;Refonte de l'ergonomie;7;Ergonomie
2017-06-21;AVA;Refonte de l'ergonomie;7;Ergonomie
2017-06-22;AVA;Refonte de l'ergonomie;7;Ergonomie
2017-06-23;AVA;Refonte de l'ergonomie;3,5;Ergonomie
2017-06-27;AVA;Modif Drev;0,5;TMA
2017-06-28;AVA;Refonte de l'ergonomie;7;Ergonomie
2017-06-29;AVA;Corrections pour la facturation;1;TMA
2017-06-29;AVA;Refonte de l'ergonomie;2;Ergonomie
