Date;Projet;Description;Temps (en heure);Tache
2019-04-02;DeclarVins;Assistance / Demandes;7;TMA
2019-04-03;DeclarVins;Assistance / Demandes;4;TMA
2019-04-03;DeclarVins;Prestataire EDI;2;TMA
2019-04-04;DeclarVins;Assistance / Demandes;2;TMA
2019-04-10;DeclarVins;Assistance / Demandes;3;TMA
2019-04-10;DeclarVins;Transferts EDI;2,5;TMA
2019-04-11;DeclarVins;Transferts EDI;1,5;TMA
2019-04-12;DeclarVins;Assistance / Demandes;2,5;TMA
2019-04-12;DeclarVins;Association mouvements;4,5;DrmNegoce
2019-04-16;DeclarVins;Mise à jour country list;1;TMA
2019-04-19;DeclarVins;Assistance / Demandes;2;TMA
2019-04-29;DeclarVins;Assistance contrats Declaviti;1,5;TMA
